		P25391	P63104	P17252	Q15149	A8K7I4	P16144	O15350	P29323	Q04912	P42336	Q13153	P12931	P06241	P62993	P11047	O00329	Q32MK0	P07947	P31749	Q03001	O15230	Q13753	P42338	P61586	P10275	P31947	P06730	Q13541	P24043	P08581	O00459	P23229	Q04917	P08865	Q05397	O95631	Q16787	P56537	P07942	Q92569	P63000	Q05655	Q9BST9	Q9Y4H2	P48736	P27986	P35568	P55268	P31946	P42574	Q9UQC9	Q9UMD9	Q13751	Q06124	P42345	Q92934	P00519	P48509	P15924	Q96RT1	P29353	P27348	P04626	P62258	P00533	P08670	
P25391	0		0		0		0		0		1		0		0		0		0		0		0		0		0		1		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		1		0		0		0		0		0		0		1		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		
P63104	0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		
P17252	0		0		0		0		0		1		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		
Q15149	0		0		0		0		0		1		0		0		0		0		0		0		0		0		0		0		1		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		1		0		0		0		0		0		0		0		0		0		0		0		0		0		0		
A8K7I4	0		0		0		0		0		1		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		
P16144	1		0		0		1		1		0		0		0		0		1		0		0		1		0		1		1		0		1		0		1		1		1		1		0		0		0		0		0		1		1		1		1		0		0		1		1		1		1		1		1		0		0		0		0		1		1		0		1		1		0		1		1		1		1		0		0		0		0		0		1		1		1		1		0		1		1		
O15350	0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		1		0		0		0		0		0		0		0		0		0		
P29323	0		0		0		0		0		1		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		
Q04912	0		1		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		1		0		0		0		0		0		0		1		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		1		0		0		0		0		0		0		0		0		0		0		0		0		1		0		1		0		0		
P42336	0		0		0		0		0		1		0		0		0		0		0		0		0		0		0		1		0		0		0		0		0		0		1		0		0		0		0		0		0		0		1		0		0		0		0		0		0		0		0		1		0		0		0		0		1		1		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		
Q13153	0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		1		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		
P12931	0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		1		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		
P06241	0		0		0		0		0		1		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		
P62993	0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		1		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		1		0		0		0		0		0		
P11047	1		0		0		0		0		1		0		0		0		0		0		0		0		0		0		0		0		0		0		0		1		0		0		0		0		0		0		0		1		0		0		1		0		0		0		0		0		0		1		0		0		0		0		0		0		0		0		1		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		
O00329	0		0		0		0		0		1		0		0		0		1		0		0		0		0		0		0		0		0		0		0		0		0		1		0		0		0		0		0		0		0		1		0		0		0		0		0		0		0		0		1		0		0		0		0		1		1		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		
Q32MK0	0		0		0		1		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		
P07947	0		0		0		0		0		1		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		
P31749	0		0		0		0		0		0		0		0		1		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		1		0		0		0		0		0		0		0		0		0		0		
